farmer_id,lat,lon,date,field_area_ha,biomass_label
FARMER_0423,30.012675,74.951765,2024-10-19,2.13,2.248
FARMER_0424,31.760703,74.147558,2024-10-27,4.4,2.755
FARMER_0425,30.419736,76.016713,2024-10-17,1.1,3.858
FARMER_0426,31.10528,74.812516,2024-10-19,4.4,0.85
FARMER_0427,29.822933,75.612125,2024-11-02,5.18,1.313
FARMER_0428,31.864846,76.855502,2024-10-24,5.72,2.266
FARMER_0429,29.612504,74.88742,2024-11-20,2.42,2.539
FARMER_0430,30.505804,75.19303,2024-10-07,5.65,3.58
FARMER_0431,31.934648,77.350482,2024-11-07,6.05,1.892
FARMER_0432,31.129028,75.564894,2024-11-23,3.44,0.1
FARMER_0433,29.914416,76.967355,2024-11-18,6.44,2.431
FARMER_0434,29.881109,76.570513,2024-11-01,1.48,0.916
FARMER_0435,30.514754,73.929217,2024-11-05,4.4,1.556
FARMER_0436,31.700172,75.117972,2024-11-03,2.37,0.1
FARMER_0437,32.251798,74.813277,2024-10-10,3.68,2.288
FARMER_0438,31.232688,76.92119,2024-11-01,1.27,1.456
FARMER_0439,29.767527,76.055428,2024-10-01,5.16,0.1
FARMER_0440,32.289811,74.496181,2024-11-16,7.55,2.676
FARMER_0441,30.193721,75.020493,2024-10-05,5.26,0.1
FARMER_0442,32.279735,77.099102,2024-11-26,2.98,2.316
FARMER_0443,30.571819,74.357145,2024-11-24,4.12,1.455
FARMER_0444,29.774846,74.275911,2024-11-09,3.43,3.624
FARMER_0445,31.915373,74.209771,2024-11-09,1.88,1.703
FARMER_0446,31.695788,74.952727,2024-11-11,1.03,3.499
FARMER_0447,31.805923,75.973644,2024-10-14,6.53,2.983
FARMER_0448,30.568031,76.693012,2024-11-18,5.17,2.969
FARMER_0449,31.49817,74.39179,2024-11-17,2.98,1.192
FARMER_0450,30.638403,76.858157,2024-11-04,2.19,2.275
FARMER_0451,31.407908,77.390191,2024-10-07,7.43,1.899
FARMER_0452,30.696407,76.724956,2024-11-13,7.72,3.053
FARMER_0453,31.561563,76.433872,2024-10-17,3.59,1.813
FARMER_0454,31.625073,75.13015,2024-11-01,1.5,0.102
FARMER_0455,30.690952,76.103523,2024-11-04,1.76,2.661
FARMER_0456,31.391037,76.193686,2024-11-06,5.04,1.231
FARMER_0457,30.252245,75.560889,2024-10-09,4.03,3.411
FARMER_0458,29.822324,76.119683,2024-10-06,7.6,3.741
FARMER_0459,31.912543,74.516733,2024-11-03,5.36,0.759
FARMER_0460,30.853814,77.157105,2024-11-06,1.61,2.523
FARMER_0461,30.317123,76.627205,2024-10-10,3.85,0.289
FARMER_0462,30.005915,76.666385,2024-10-12,5.34,1.894
FARMER_0463,29.728764,76.592785,2024-11-25,7.94,0.1
FARMER_0464,31.354112,74.750349,2024-11-14,3.52,0.1
FARMER_0465,31.023422,76.635549,2024-11-25,6.98,1.832
FARMER_0466,30.256084,74.579187,2024-11-03,5.07,3.011
FARMER_0467,32.444681,73.949577,2024-10-09,4.65,0.432
FARMER_0468,32.026629,75.205863,2024-10-22,2.86,3.446
FARMER_0469,29.905142,77.118865,2024-10-20,4.5,2.648
FARMER_0470,31.986055,74.594712,2024-10-02,4.08,0.1
FARMER_0471,31.523793,77.111942,2024-10-13,1.93,3.672
FARMER_0472,31.210187,75.887356,2024-10-21,2.91,3.184
FARMER_0473,31.645189,74.992849,2024-10-09,4.94,1.748
FARMER_0474,31.675926,75.743688,2024-11-16,5.06,1.962
FARMER_0475,30.936847,75.182619,2024-10-21,5.19,2.107
FARMER_0476,31.995813,77.379477,2024-10-07,1.57,2.004
FARMER_0477,30.077853,77.321064,2024-10-15,7.95,0.619
FARMER_0478,29.971403,75.452197,2024-11-14,3.54,3.332
FARMER_0479,31.059263,76.313014,2024-10-18,4.26,3.566
FARMER_0480,30.975744,75.567942,2024-11-27,6.64,0.1
FARMER_0481,29.823756,75.27749,2024-10-26,3.64,2.306
FARMER_0482,30.78317,75.473135,2024-11-11,2.28,2.775
FARMER_0483,32.403663,76.9737,2024-11-19,4.91,2.394
FARMER_0484,31.08573,76.118577,2024-10-05,1.01,1.884
FARMER_0485,31.616727,76.646592,2024-11-03,5.16,1.257
FARMER_0486,32.413449,74.784649,2024-11-21,4.06,0.1
FARMER_0487,30.332858,75.251013,2024-10-16,6.25,3.164
FARMER_0488,30.310159,75.778797,2024-11-18,6.34,0.1
FARMER_0489,32.249249,77.061643,2024-11-08,6.64,1.915
FARMER_0490,30.981076,73.951101,2024-10-24,4.6,0.1
FARMER_0491,30.681462,75.006055,2024-11-04,4.53,2.243
FARMER_0492,30.394115,76.159748,2024-10-10,4.29,2.393
FARMER_0493,32.412706,75.092662,2024-10-04,6.06,1.167
FARMER_0494,30.269359,74.73184,2024-10-19,1.51,0.1
FARMER_0495,30.115492,74.640518,2024-11-25,4.91,0.247
FARMER_0496,30.635071,77.39047,2024-11-22,1.81,1.574
FARMER_0497,31.422738,74.485268,2024-10-06,6.41,2.38
FARMER_0498,31.427369,73.836602,2024-11-22,4.12,0.1
FARMER_0499,31.98113,74.120401,2024-10-17,1.43,3.004
FARMER_0500,31.965812,75.129447,2024-10-23,4.14,1.752
FARMER_0501,31.440301,75.794456,2024-11-25,5.65,0.991
FARMER_0502,31.81686,73.953308,2024-10-09,6.87,2.733
FARMER_0503,29.91658,76.857898,2024-11-11,7.59,0.1
FARMER_0504,29.963296,76.558881,2024-11-02,5.57,0.728
FARMER_0505,30.088736,75.742706,2024-11-10,2.18,1.761
FARMER_0506,32.16627,77.089168,2024-10-10,6.94,3.429
FARMER_0507,29.801642,74.234442,2024-10-23,6.17,3.262
FARMER_0508,31.712853,75.3509,2024-10-26,2.1,0.1
FARMER_0509,31.302398,75.834446,2024-11-06,1.47,0.289
FARMER_0510,31.529515,75.90316,2024-11-27,2.04,2.018
FARMER_0511,30.834224,76.016207,2024-10-19,1.42,2.414
FARMER_0512,31.704834,76.124132,2024-11-03,4.81,2.851
FARMER_0513,32.181857,74.175579,2024-11-14,7.16,0.1
FARMER_0514,29.734903,74.43263,2024-11-18,5.65,3.791
FARMER_0515,31.503065,74.840933,2024-10-20,4.63,3.145
FARMER_0516,31.664055,75.444966,2024-10-07,6.43,0.312
FARMER_0517,32.420127,74.317951,2024-11-18,2.63,1.51
FARMER_0518,30.332485,76.808268,2024-11-26,6.59,0.65
FARMER_0519,31.876622,75.978661,2024-10-27,3.67,3.839
FARMER_0520,32.232447,76.833223,2024-10-26,2.78,1.835
FARMER_0521,29.689593,74.007736,2024-10-02,2.91,1.13
FARMER_0522,30.433102,74.658319,2024-11-22,3.81,1.717
FARMER_0523,30.995478,73.978942,2024-10-03,7.27,2.711
FARMER_0524,31.495614,76.517833,2024-11-26,1.75,0.1
FARMER_0525,30.383849,76.928118,2024-11-24,4.58,0.1
FARMER_0526,29.614717,74.342538,2024-10-13,1.84,0.1
FARMER_0527,30.918164,74.711913,2024-10-27,1.11,1.397
FARMER_0528,31.609085,75.052897,2024-11-24,2.97,0.874
FARMER_0529,31.063061,73.930294,2024-11-03,5.17,2.697
FARMER_0530,32.300231,77.425374,2024-11-10,2.12,0.1
FARMER_0531,29.987157,74.579403,2024-11-05,2.0,0.123
FARMER_0532,32.177771,75.10628,2024-10-14,4.0,0.615
FARMER_0533,29.92072,75.633178,2024-11-26,6.75,2.492
FARMER_0534,29.514735,76.677614,2024-11-19,6.85,0.965
FARMER_0535,31.430698,74.417995,2024-11-15,4.51,2.204
FARMER_0536,31.154961,76.684165,2024-10-22,4.39,2.165
FARMER_0537,31.978223,75.104361,2024-10-10,6.33,0.1
FARMER_0538,31.691476,77.251424,2024-11-26,3.49,1.842
FARMER_0539,30.102074,75.427032,2024-11-05,1.26,1.104
FARMER_0540,32.235624,76.258328,2024-11-22,5.02,0.129
FARMER_0541,30.70015,77.219543,2024-10-24,5.52,3.099
FARMER_0542,31.232051,75.59367,2024-11-03,1.06,1.652
FARMER_0543,31.040521,75.867112,2024-10-17,5.01,2.991
FARMER_0544,32.185686,74.659433,2024-11-25,2.18,0.881
FARMER_0545,30.683134,77.48784,2024-10-26,4.68,0.285
FARMER_0546,30.513912,76.318227,2024-10-18,3.85,3.379
FARMER_0547,29.573463,76.362178,2024-10-01,4.41,0.1
FARMER_0548,30.133348,76.28996,2024-10-04,7.51,3.126
FARMER_0549,30.164948,75.495374,2024-10-23,5.18,1.726
FARMER_0550,29.818841,75.136,2024-11-20,6.33,1.99
FARMER_0551,30.268496,76.854336,2024-11-20,1.95,2.923
FARMER_0552,32.288287,76.441243,2024-11-01,6.89,0.676
FARMER_0553,30.606541,77.470279,2024-11-26,2.33,3.514
FARMER_0554,30.808969,75.731808,2024-10-01,1.35,2.507
FARMER_0555,30.31041,74.111265,2024-10-13,5.35,1.794
FARMER_0556,31.85036,77.373838,2024-11-26,4.03,3.079
FARMER_0557,31.174172,74.391136,2024-11-01,7.48,0.153
FARMER_0558,31.757184,77.132712,2024-11-13,3.78,0.1
FARMER_0559,30.012353,77.498134,2024-11-24,1.86,3.289
FARMER_0560,30.710313,76.079222,2024-10-06,3.77,1.059
FARMER_0561,32.411824,74.625499,2024-10-12,3.18,0.1
FARMER_0562,31.726106,73.885837,2024-10-11,6.09,0.485
FARMER_0563,30.959271,75.06301,2024-11-04,2.85,0.1
FARMER_0564,31.005031,75.853866,2024-10-20,2.91,2.597
FARMER_0565,30.201325,76.728947,2024-10-06,3.85,3.581
FARMER_0566,32.312027,75.719328,2024-11-25,4.29,3.014
FARMER_0567,29.714988,76.298414,2024-11-07,7.99,1.944
FARMER_0568,30.425525,75.513394,2024-10-01,2.02,1.503
FARMER_0569,31.866709,76.678657,2024-10-17,2.99,1.833
FARMER_0570,31.352477,76.217361,2024-10-08,3.01,1.868
FARMER_0571,32.116945,76.104786,2024-11-20,6.22,2.613
FARMER_0572,32.45583,75.346244,2024-10-10,5.8,0.899
FARMER_0573,31.308808,75.68624,2024-10-06,7.29,2.061
FARMER_0574,29.807092,74.78614,2024-11-11,7.84,2.542
FARMER_0575,29.959663,76.528696,2024-11-07,4.28,3.796
FARMER_0576,30.403934,76.063673,2024-11-20,7.74,3.764
FARMER_0577,30.444901,76.360066,2024-10-05,6.06,2.814
FARMER_0578,32.282449,75.754908,2024-11-03,2.12,1.256
FARMER_0579,31.883077,76.132791,2024-11-19,6.01,1.048
FARMER_0580,31.857128,73.810893,2024-11-23,5.57,0.823
FARMER_0581,29.956424,77.152726,2024-10-14,2.41,0.461
FARMER_0582,32.193132,74.097049,2024-10-14,7.34,0.1
FARMER_0583,30.280152,77.383671,2024-11-26,6.72,2.618
FARMER_0584,29.706488,76.432371,2024-10-01,6.34,0.803
FARMER_0585,31.175107,75.551749,2024-10-12,2.91,0.1
FARMER_0586,30.002227,76.463738,2024-10-21,5.42,0.1
FARMER_0587,29.813809,75.386864,2024-10-25,4.97,0.974
FARMER_0588,31.401018,75.576605,2024-10-15,4.66,1.852
FARMER_0589,30.760992,75.293784,2024-11-14,6.74,1.763
FARMER_0590,31.552474,75.897896,2024-11-20,6.18,1.574
FARMER_0591,30.644071,75.790995,2024-11-18,3.8,2.116
FARMER_0592,30.509555,74.301149,2024-11-24,5.96,2.165
FARMER_0593,29.562198,74.57244,2024-11-20,6.56,3.417
FARMER_0594,31.467364,75.619821,2024-11-01,1.18,0.56
FARMER_0595,29.750211,75.789175,2024-10-13,3.16,2.858
FARMER_0596,30.820023,77.438565,2024-10-02,4.59,0.281
FARMER_0597,30.009945,74.665121,2024-10-01,5.26,2.903
FARMER_0598,31.72765,74.40734,2024-10-21,2.9,0.1
FARMER_0599,32.328341,75.596481,2024-11-10,1.87,3.264
FARMER_0600,30.293888,76.305726,2024-11-27,7.01,2.942
