date,aqi,temperature,humidity,wind_speed,day_of_year,month,biomass_tons_per_ha
2023-03-26,183.4,27.2,47.8,4.38,85,3,1.707
2023-03-27,167.9,29.4,53.8,3.3,86,3,1.723
2023-03-28,193.1,31.7,59.6,3.63,87,3,1.579
2023-03-29,184.4,28.1,56.8,3.72,88,3,1.523
2023-03-30,217.5,31.3,44.1,3.54,89,3,2.194
2023-03-31,186.3,29.5,46.6,3.17,90,3,1.586
2023-04-01,212.5,29.2,55.9,3.55,91,4,1.759
2023-04-02,210.9,30.9,46.0,4.37,92,4,1.786
2023-04-03,212.0,29.3,49.4,3.01,93,4,1.736
2023-04-04,197.1,30.5,53.0,2.99,94,4,1.631
2023-04-05,200.2,29.4,45.1,3.31,95,4,1.629
2023-04-06,167.6,36.0,50.1,5.68,96,4,1.759
2023-04-07,204.2,32.4,42.6,3.91,97,4,1.991
2023-04-08,234.6,31.2,45.9,3.9,98,4,2.189
2023-04-09,218.4,33.2,50.2,3.18,99,4,1.641
2023-04-10,183.9,32.8,40.3,3.6,100,4,1.669
2023-04-11,219.4,32.9,50.1,2.68,101,4,2.233
2023-04-12,185.3,34.8,47.5,3.64,102,4,1.942
2023-04-13,198.8,35.3,50.0,5.04,103,4,2.127
2023-04-14,198.4,33.0,48.1,3.51,104,4,1.768
2023-04-15,160.6,33.1,53.5,4.6,105,4,1.926
2023-04-16,169.7,33.9,47.0,3.78,106,4,2.02
2023-04-17,195.3,30.1,43.9,2.59,107,4,2.037
2023-04-18,181.3,31.9,46.3,4.76,108,4,1.946
2023-04-19,178.5,37.9,48.1,2.47,109,4,1.878
2023-04-20,204.2,38.7,45.4,3.13,110,4,2.086
2023-04-21,211.3,35.1,45.0,2.49,111,4,2.007
2023-04-22,211.6,37.0,41.0,2.31,112,4,2.106
2023-04-23,220.8,36.7,40.9,2.82,113,4,2.658
2023-04-24,232.4,42.4,36.9,2.59,114,4,2.168
2023-04-25,254.4,38.7,52.4,2.87,115,4,2.473
2023-04-26,215.7,36.5,37.2,3.03,116,4,2.189
2023-04-27,217.3,35.0,39.6,2.19,117,4,2.41
2023-04-28,256.2,33.9,39.2,2.24,118,4,2.981
2023-04-29,221.5,37.7,47.0,2.9,119,4,2.286
2023-04-30,218.0,36.0,40.8,2.47,120,4,2.302
2023-05-01,228.6,34.9,48.3,3.33,121,5,2.449
2023-05-02,191.3,36.6,38.4,3.05,122,5,2.387
2023-05-03,233.2,36.0,42.9,3.83,123,5,2.673
2023-05-04,242.0,41.7,37.1,3.11,124,5,2.915
2023-05-05,227.8,40.3,51.7,2.46,125,5,2.56
2023-05-06,222.3,38.7,34.8,2.99,126,5,2.525
2023-05-07,230.2,41.8,42.1,2.17,127,5,2.594
2023-05-08,212.7,39.2,43.5,2.18,128,5,2.748
2023-05-09,236.1,37.5,42.1,3.35,129,5,2.5
2023-05-10,235.9,42.4,38.9,2.35,130,5,2.678
2023-05-11,233.8,40.6,39.0,3.34,131,5,2.688
2023-05-12,239.8,37.6,39.6,3.44,132,5,2.694
2023-05-13,203.6,39.5,38.4,3.63,133,5,2.536
2023-05-14,217.8,38.3,43.8,4.14,134,5,2.715
2023-05-15,215.9,37.4,49.8,2.2,135,5,2.465
2023-05-16,233.3,42.2,35.8,1.99,136,5,2.468
2023-05-17,203.7,44.3,31.5,2.46,137,5,2.817
2023-05-18,221.0,37.8,37.7,2.02,138,5,2.636
2023-05-19,202.7,41.9,50.9,2.45,139,5,2.338
2023-05-20,210.8,39.6,33.8,2.73,140,5,2.358
2023-05-21,212.2,40.0,45.8,2.66,141,5,2.312
2023-05-22,199.2,40.0,45.9,1.94,142,5,2.289
2023-05-23,195.5,39.5,34.6,1.63,143,5,2.244
2023-05-24,196.6,41.5,40.0,1.99,144,5,2.16
2023-05-25,190.9,39.8,45.1,1.56,145,5,2.229
2023-05-26,202.6,42.1,35.0,3.59,146,5,2.33
2023-05-27,197.2,41.6,35.7,1.79,147,5,2.213
2023-05-28,159.1,41.3,33.7,1.51,148,5,2.21
2023-05-29,176.7,40.1,31.4,1.35,149,5,1.965
2023-05-30,185.7,40.9,33.1,2.34,150,5,2.516
2023-05-31,168.3,43.6,30.1,2.3,151,5,2.24
2023-06-01,170.6,43.2,36.3,1.69,152,6,2.168
2023-06-02,193.4,40.3,32.1,1.33,153,6,2.155
2023-06-03,221.1,42.5,37.0,1.76,154,6,2.318
2023-06-04,198.6,43.9,28.0,1.59,155,6,1.907
2023-06-05,166.1,39.1,37.3,2.33,156,6,1.767
2023-06-06,178.5,43.6,39.8,2.12,157,6,1.89
2023-06-07,174.3,41.3,25.5,1.63,158,6,1.947
2023-06-08,169.9,43.8,37.3,1.41,159,6,1.922
2023-06-09,122.3,41.2,41.5,5.57,160,6,1.783
2023-06-10,123.3,39.2,29.3,1.74,161,6,1.632
2023-06-11,141.8,39.6,43.6,2.29,162,6,1.696
2023-06-12,179.4,42.9,37.3,1.26,163,6,2.096
2023-06-13,168.7,43.4,31.6,1.77,164,6,1.752
2023-06-14,164.2,41.1,34.8,1.12,165,6,1.72
2023-06-15,145.1,44.2,37.9,1.78,166,6,1.619
2023-06-16,142.3,39.6,35.4,4.4,167,6,1.64
2023-06-17,149.1,42.8,37.7,1.55,168,6,1.992
2023-06-18,176.2,40.6,30.4,1.09,169,6,1.754
2023-06-19,160.9,41.7,35.9,1.08,170,6,1.838
2023-06-20,148.3,43.1,27.9,1.53,171,6,1.645
2023-06-21,139.0,41.3,34.4,1.21,172,6,1.719
2023-06-22,145.8,42.2,30.5,1.05,173,6,1.574
2023-06-23,166.0,45.0,31.3,2.43,174,6,1.758
2023-06-24,165.8,41.8,41.2,1.63,175,6,1.623
2023-06-25,174.7,44.6,40.5,1.35,176,6,1.626
2023-06-26,158.2,40.7,38.1,3.31,177,6,1.717
2023-06-27,159.7,44.0,29.7,1.13,178,6,2.057
2023-06-28,125.9,45.7,33.6,4.13,179,6,1.518
2023-06-29,144.0,37.9,41.3,1.38,180,6,1.852
2023-06-30,155.2,41.2,36.0,3.19,181,6,1.572
2023-07-01,132.4,43.9,46.9,1.92,182,7,1.62
2023-07-02,145.5,42.3,37.4,2.75,183,7,1.506
2023-07-03,132.7,43.4,36.4,5.14,184,7,1.573
2023-07-04,175.8,41.4,34.0,1.34,185,7,1.641
2023-07-05,126.4,42.7,36.3,4.25,186,7,1.513
2023-07-06,155.2,42.1,35.0,1.5,187,7,1.636
2023-07-07,202.7,44.7,39.4,1.5,188,7,2.024
2023-07-08,153.7,42.8,40.7,1.43,189,7,1.523
2023-07-09,132.8,42.9,32.1,1.8,190,7,1.789
2023-07-10,118.6,41.3,29.5,1.19,191,7,1.606
2023-07-11,152.2,41.1,27.1,1.83,192,7,1.713
2023-07-12,117.2,41.1,38.9,1.81,193,7,1.56
2023-07-13,122.9,42.7,31.0,2.47,194,7,1.535
2023-07-14,133.7,40.9,25.9,2.84,195,7,1.535
2023-07-15,141.8,42.2,38.7,1.63,196,7,1.515
2023-07-16,150.4,45.7,49.4,1.42,197,7,1.541
2023-07-17,157.3,43.2,37.1,1.37,198,7,1.718
2023-07-18,184.0,40.7,41.4,1.3,199,7,1.927
2023-07-19,156.0,43.6,37.8,1.15,200,7,1.837
2023-07-20,144.5,40.3,37.1,1.52,201,7,1.731
2023-07-21,131.9,36.9,42.3,1.43,202,7,1.523
2023-07-22,129.1,38.8,36.5,4.52,203,7,1.568
2023-07-23,150.0,36.9,39.4,1.95,204,7,1.574
2023-07-24,151.8,39.8,39.9,1.57,205,7,1.558
2023-07-25,163.1,40.4,35.1,2.03,206,7,1.645
2023-07-26,137.0,43.6,43.6,1.33,207,7,1.653
2023-07-27,165.6,40.8,38.0,1.78,208,7,1.588
2023-07-28,168.6,39.5,35.3,2.19,209,7,1.587
2023-07-29,170.7,41.4,42.0,1.89,210,7,1.853
2023-07-30,186.4,35.2,35.0,1.75,211,7,1.812
2023-07-31,93.3,39.9,39.9,6.34,212,7,1.574
2023-08-01,122.6,40.8,39.9,3.39,213,8,1.99
2023-08-02,142.1,36.2,45.6,2.26,214,8,2.111
2023-08-03,149.4,41.2,42.8,2.15,215,8,1.579
2023-08-04,124.3,39.4,40.5,2.29,216,8,1.588
2023-08-05,151.8,37.8,45.0,1.57,217,8,1.641
2023-08-06,183.9,39.7,48.1,1.86,218,8,2.067
2023-08-07,181.1,42.8,44.2,1.42,219,8,1.918
2023-08-08,153.3,38.4,41.7,2.05,220,8,1.522
2023-08-09,127.8,38.3,35.3,2.21,221,8,1.6
2023-08-10,128.8,36.7,36.8,1.7,222,8,1.662
2023-08-11,135.0,35.7,40.9,4.79,223,8,1.641
2023-08-12,133.3,38.9,39.6,3.89,224,8,1.544
2023-08-13,143.3,35.3,42.0,2.79,225,8,1.893
2023-08-14,138.1,37.0,43.5,2.3,226,8,1.727
2023-08-15,107.7,35.7,46.2,3.6,227,8,1.866
2023-08-16,129.1,37.4,43.5,1.72,228,8,1.894
2023-08-17,164.2,36.8,46.5,3.17,229,8,1.779
2023-08-18,131.8,38.0,44.7,1.77,230,8,1.619
2023-08-19,135.5,34.7,34.8,3.24,231,8,1.692
2023-08-20,152.8,35.0,40.3,2.01,232,8,1.539
2023-08-21,117.4,33.3,44.6,3.81,233,8,1.729
2023-08-22,114.7,34.2,39.5,4.62,234,8,1.546
2023-08-23,154.8,35.6,48.9,1.92,235,8,1.744
2023-08-24,142.0,36.1,53.8,2.41,236,8,1.561
2023-08-25,153.2,32.5,52.6,5.78,237,8,1.536
2023-08-26,115.4,35.9,45.7,2.51,238,8,1.549
2023-08-27,133.0,36.6,54.6,3.87,239,8,1.516
2023-08-28,138.8,34.5,48.2,2.79,240,8,1.771
2023-08-29,158.6,37.2,46.1,2.4,241,8,1.785
2023-08-30,156.1,31.6,45.0,2.3,242,8,1.669
2023-08-31,134.4,30.5,46.9,2.22,243,8,1.564
2023-09-01,132.1,29.1,46.8,3.45,244,9,1.551
2023-09-02,107.4,35.4,49.9,2.54,245,9,1.543
2023-09-03,136.7,33.5,50.2,2.8,246,9,1.581
2023-09-04,157.7,31.8,49.7,2.79,247,9,1.995
2023-09-05,152.6,32.3,52.2,3.0,248,9,1.616
2023-09-06,149.8,29.2,56.3,4.18,249,9,1.657
2023-09-07,121.0,36.1,55.5,6.15,250,9,1.602
2023-09-08,138.1,31.2,43.6,2.76,251,9,1.642
2023-09-09,122.3,30.9,38.6,4.03,252,9,1.751
2023-09-10,124.9,31.9,56.4,3.75,253,9,1.806
2023-09-11,154.4,31.1,45.2,3.19,254,9,1.692
2023-09-12,147.8,30.4,51.3,5.49,255,9,1.666
2023-09-13,148.3,28.1,46.9,2.62,256,9,1.773
2023-09-14,152.7,30.4,44.1,2.55,257,9,1.75
2023-09-15,126.3,32.9,56.2,4.39,258,9,1.771
2023-09-16,185.2,31.6,57.6,3.08,259,9,2.392
2023-09-17,168.1,31.8,51.3,4.41,260,9,1.97
2023-09-18,179.5,27.4,41.5,4.8,261,9,1.974
2023-09-19,157.3,26.1,52.1,2.66,262,9,1.954
2023-09-20,143.3,27.6,57.1,4.78,263,9,1.998
2023-09-21,164.3,27.7,48.1,3.26,264,9,2.084
2023-09-22,181.1,29.5,56.8,3.41,265,9,2.212
2023-09-23,173.3,23.7,56.1,3.72,266,9,2.265
2023-09-24,142.2,29.9,59.4,5.38,267,9,2.113
2023-09-25,186.3,26.3,57.5,2.82,268,9,2.271
2023-09-26,193.4,25.5,52.4,3.48,269,9,2.299
2023-09-27,181.6,24.0,63.6,4.03,270,9,2.666
2023-09-28,205.7,22.5,57.1,4.19,271,9,2.525
2023-09-29,212.1,27.2,58.1,4.12,272,9,2.549
2023-09-30,204.9,25.5,53.9,3.12,273,9,2.498
2023-10-01,210.1,22.5,56.7,3.36,274,10,2.739
2023-10-02,215.1,22.2,54.8,3.49,275,10,2.661
2023-10-03,191.8,23.9,58.7,4.71,276,10,2.806
2023-10-04,210.3,27.6,68.5,3.44,277,10,2.844
2023-10-05,196.0,23.5,53.4,3.38,278,10,3.143
2023-10-06,210.3,20.8,52.5,6.34,279,10,3.05
2023-10-07,209.4,23.1,68.3,3.22,280,10,3.202
2023-10-08,224.5,22.8,60.2,9.38,281,10,3.656
2023-10-09,229.6,17.7,58.2,4.41,282,10,3.352
2023-10-10,236.1,22.7,67.1,5.08,283,10,3.553
2023-10-11,246.2,22.1,59.2,3.7,284,10,3.625
2023-10-12,257.3,23.7,71.7,3.4,285,10,3.627
2023-10-13,292.5,25.8,66.3,4.76,286,10,4.044
2023-10-14,233.2,24.1,60.7,5.25,287,10,3.849
2023-10-15,284.5,21.1,74.3,4.83,288,10,4.067
2023-10-16,301.1,19.2,60.8,3.67,289,10,4.206
2023-10-17,278.5,26.3,67.8,4.95,290,10,4.34
2023-10-18,278.8,21.1,65.9,5.05,291,10,4.473
2023-10-19,320.3,20.7,71.2,4.69,292,10,4.392
2023-10-20,291.9,20.4,72.8,5.1,293,10,4.425
2023-10-21,290.8,20.7,65.5,5.55,294,10,4.766
2023-10-22,331.5,19.8,61.8,4.67,295,10,4.742
2023-10-23,350.2,18.7,68.2,3.84,296,10,5.025
2023-10-24,334.3,18.5,62.8,4.45,297,10,5.075
2023-10-25,355.3,19.3,76.5,3.89,298,10,5.163
2023-10-26,332.3,18.1,67.4,4.37,299,10,4.979
2023-10-27,357.4,17.5,65.2,4.4,300,10,4.973
2023-10-28,379.1,19.0,68.2,3.97,301,10,5.244
2023-10-29,368.5,18.1,60.8,4.36,302,10,5.081
2023-10-30,363.2,21.4,63.0,4.08,303,10,5.023
2023-10-31,385.0,12.9,74.1,5.65,304,10,5.382
2023-11-01,356.8,20.2,65.1,6.98,305,11,5.428
2023-11-02,341.6,20.3,63.4,4.13,306,11,5.121
2023-11-03,332.7,13.5,71.5,7.19,307,11,4.998
2023-11-04,376.2,16.7,75.0,4.85,308,11,5.059
2023-11-05,354.0,16.5,72.9,4.5,309,11,5.256
2023-11-06,363.6,14.2,74.6,4.25,310,11,5.356
2023-11-07,355.0,15.3,66.0,4.89,311,11,4.891
2023-11-08,335.1,14.5,62.9,5.81,312,11,4.806
2023-11-09,332.1,20.0,77.8,5.48,313,11,5.151
2023-11-10,356.9,18.2,68.9,4.33,314,11,4.762
2023-11-11,381.8,18.8,69.5,4.38,315,11,4.745
2023-11-12,372.3,17.5,77.6,4.85,316,11,5.198
2023-11-13,324.1,13.6,73.9,4.71,317,11,4.437
2023-11-14,305.2,14.7,73.6,4.64,318,11,4.543
2023-11-15,314.9,16.6,82.4,4.73,319,11,4.255
2023-11-16,319.7,13.0,68.5,6.06,320,11,4.236
2023-11-17,309.1,16.7,76.5,7.1,321,11,4.367
2023-11-18,303.5,14.7,72.4,5.0,322,11,4.052
2023-11-19,316.8,14.3,73.6,6.87,323,11,5.009
2023-11-20,284.7,16.3,80.1,4.91,324,11,3.893
2023-11-21,294.5,15.7,75.1,5.19,325,11,3.7
2023-11-22,296.8,14.0,75.5,4.82,326,11,3.567
2023-11-23,252.0,16.9,78.3,5.61,327,11,3.498
2023-11-24,259.2,12.3,71.2,8.47,328,11,3.4
2023-11-25,262.7,15.6,69.0,5.55,329,11,3.218
2023-11-26,279.4,15.4,68.1,5.09,330,11,3.195
2023-11-27,236.1,13.5,63.7,5.71,331,11,3.128
2023-11-28,231.8,14.7,83.9,4.82,332,11,3.164
2023-11-29,227.1,11.4,68.2,6.9,333,11,3.027
2023-11-30,245.5,15.7,72.7,5.42,334,11,2.97
2023-12-01,258.2,13.4,72.6,5.34,335,12,2.638
2023-12-02,242.3,12.6,75.6,5.64,336,12,2.602
2023-12-03,226.3,15.7,78.3,5.75,337,12,2.69
2023-12-04,210.9,12.1,78.6,4.86,338,12,2.53
2023-12-05,223.7,10.7,71.4,5.95,339,12,2.326
2023-12-06,212.2,10.3,73.6,5.09,340,12,2.583
2023-12-07,236.4,14.6,75.9,6.08,341,12,2.489
2023-12-08,203.6,10.7,73.3,6.57,342,12,2.291
2023-12-09,214.9,16.8,82.7,6.49,343,12,2.089
2023-12-10,220.5,9.0,77.2,5.67,344,12,2.314
2023-12-11,204.2,16.6,78.4,5.62,345,12,2.149
2023-12-12,201.8,13.6,78.1,5.05,346,12,2.233
2023-12-13,190.7,12.9,80.7,6.4,347,12,2.165
2023-12-14,208.9,12.0,75.8,5.23,348,12,2.172
2023-12-15,197.8,13.8,68.4,5.61,349,12,1.957
2023-12-16,181.6,13.0,77.0,5.27,350,12,1.809
2023-12-17,191.5,15.2,71.7,5.09,351,12,1.971
2023-12-18,189.4,13.2,72.3,5.94,352,12,1.915
2023-12-19,165.5,13.3,77.9,5.01,353,12,1.968
2023-12-20,176.6,12.3,81.2,6.35,354,12,1.711
2023-12-21,166.1,12.9,75.1,5.35,355,12,1.697
2023-12-22,178.9,13.6,76.5,4.98,356,12,2.078
2023-12-23,162.1,9.6,83.5,5.7,357,12,1.896
2023-12-24,168.5,10.3,76.2,5.03,358,12,2.082
2023-12-25,166.8,14.5,87.9,5.31,359,12,1.876
2023-12-26,164.4,13.4,77.7,6.22,360,12,1.762
2023-12-27,214.1,12.7,66.0,5.06,361,12,1.782
2023-12-28,186.7,13.2,78.6,6.83,362,12,2.0
2023-12-29,192.9,13.9,76.7,5.0,363,12,1.725
2023-12-30,196.9,12.2,81.1,5.28,364,12,1.745
2023-12-31,178.9,11.7,78.0,6.35,365,12,1.573
