date,biomass_tons_per_ha
2022-06-24,1.278
2022-06-25,1.323
2022-06-26,1.558
2022-06-27,1.23
2022-06-28,1.348
2022-06-29,1.418
2022-06-30,1.218
2022-07-01,1.364
2022-07-02,1.764
2022-07-03,1.243
2022-07-04,1.34
2022-07-05,1.353
2022-07-06,1.223
2022-07-07,1.233
2022-07-08,1.279
2022-07-09,1.61
2022-07-10,1.522
2022-07-11,1.276
2022-07-12,1.295
2022-07-13,1.34
2022-07-14,1.264
2022-07-15,1.696
2022-07-16,1.466
2022-07-17,1.482
2022-07-18,1.294
2022-07-19,1.913
2022-07-20,1.265
2022-07-21,1.398
2022-07-22,1.256
2022-07-23,1.441
2022-07-24,1.305
2022-07-25,1.275
2022-07-26,1.282
2022-07-27,1.219
2022-07-28,1.716
2022-07-29,1.731
2022-07-30,1.309
2022-07-31,1.516
2022-08-01,1.223
2022-08-02,1.224
2022-08-03,1.423
2022-08-04,1.212
2022-08-05,1.7
2022-08-06,1.217
2022-08-07,1.203
2022-08-08,1.295
2022-08-09,1.389
2022-08-10,1.475
2022-08-11,1.433
2022-08-12,1.353
2022-08-13,1.405
2022-08-14,1.228
2022-08-15,1.208
2022-08-16,1.204
2022-08-17,1.202
2022-08-18,1.473
2022-08-19,1.22
2022-08-20,1.295
2022-08-21,1.453
2022-08-22,1.358
2022-08-23,1.238
2022-08-24,1.361
2022-08-25,1.266
2022-08-26,1.221
2022-08-27,1.234
2022-08-28,1.325
2022-08-29,1.239
2022-08-30,1.34
2022-08-31,1.484
2022-09-01,1.224
2022-09-02,1.346
2022-09-03,1.484
2022-09-04,1.287
2022-09-05,1.318
2022-09-06,1.304
2022-09-07,1.391
2022-09-08,1.424
2022-09-09,1.447
2022-09-10,1.387
2022-09-11,1.453
2022-09-12,1.424
2022-09-13,1.436
2022-09-14,1.347
2022-09-15,1.363
2022-09-16,1.677
2022-09-17,1.421
2022-09-18,1.537
2022-09-19,1.442
2022-09-20,1.517
2022-09-21,1.592
2022-09-22,1.813
2022-09-23,1.58
2022-09-24,1.74
2022-09-25,1.777
2022-09-26,1.785
2022-09-27,2.145
2022-09-28,1.994
2022-09-29,1.928
2022-09-30,2.141
2022-10-01,2.114
2022-10-02,2.254
2022-10-03,2.314
2022-10-04,2.558
2022-10-05,2.48
2022-10-06,2.862
2022-10-07,2.763
2022-10-08,3.09
2022-10-09,3.101
2022-10-10,3.093
2022-10-11,3.176
2022-10-12,3.578
2022-10-13,3.384
2022-10-14,3.815
2022-10-15,3.653
2022-10-16,3.816
2022-10-17,3.925
2022-10-18,4.086
2022-10-19,4.188
2022-10-20,4.676
2022-10-21,4.481
2022-10-22,4.598
2022-10-23,5.323
2022-10-24,4.725
2022-10-25,5.022
2022-10-26,5.391
2022-10-27,5.071
2022-10-28,5.115
2022-10-29,5.433
2022-10-30,5.005
2022-10-31,5.025
2022-11-01,5.302
2022-11-02,5.097
2022-11-03,5.013
2022-11-04,5.057
2022-11-05,5.383
2022-11-06,4.913
2022-11-07,4.822
2022-11-08,4.81
2022-11-09,4.717
2022-11-10,4.7
2022-11-11,4.766
2022-11-12,4.726
2022-11-13,4.318
2022-11-14,4.133
2022-11-15,4.086
2022-11-16,4.135
2022-11-17,3.78
2022-11-18,3.782
2022-11-19,3.801
2022-11-20,3.721
2022-11-21,3.27
2022-11-22,3.36
2022-11-23,3.186
2022-11-24,2.884
2022-11-25,2.929
2022-11-26,2.721
2022-11-27,2.64
2022-11-28,2.587
2022-11-29,2.334
2022-11-30,2.306
2022-12-01,2.309
2022-12-02,2.122
2022-12-03,2.142
2022-12-04,2.004
2022-12-05,1.954
2022-12-06,1.797
2022-12-07,1.857
2022-12-08,1.672
2022-12-09,1.764
2022-12-10,1.672
2022-12-11,1.541
2022-12-12,1.823
2022-12-13,1.556
2022-12-14,1.467
2022-12-15,1.789
2022-12-16,1.501
2022-12-17,1.378
2022-12-18,1.718
2022-12-19,1.617
2022-12-20,1.416
2022-12-21,1.293
2022-12-22,1.304
2022-12-23,1.303
2022-12-24,1.262
2022-12-25,1.314
2022-12-26,1.294
2022-12-27,1.247
2022-12-28,1.373
2022-12-29,1.295
2022-12-30,1.452
2022-12-31,1.27
2023-01-01,1.477
2023-01-02,1.245
2023-01-03,1.815
2023-01-04,1.347
2023-01-05,1.248
2023-01-06,1.219
2023-01-07,1.505
2023-01-08,1.236
2023-01-09,1.246
2023-01-10,1.543
2023-01-11,1.311
2023-01-12,1.24
2023-01-13,1.363
2023-01-14,1.209
2023-01-15,1.363
2023-01-16,1.47
2023-01-17,1.243
2023-01-18,1.201
2023-01-19,1.39
2023-01-20,1.39
2023-01-21,1.295
2023-01-22,1.344
2023-01-23,1.653
2023-01-24,1.684
2023-01-25,1.32
2023-01-26,1.295
2023-01-27,1.505
2023-01-28,1.275
2023-01-29,1.332
2023-01-30,1.281
2023-01-31,1.235
2023-02-01,1.333
2023-02-02,1.335
2023-02-03,1.491
2023-02-04,1.315
2023-02-05,1.306
2023-02-06,1.471
2023-02-07,1.213
2023-02-08,1.482
2023-02-09,1.299
2023-02-10,1.251
2023-02-11,1.264
2023-02-12,1.231
2023-02-13,1.526
2023-02-14,1.238
2023-02-15,1.224
2023-02-16,1.202
2023-02-17,1.29
2023-02-18,1.231
2023-02-19,1.23
2023-02-20,1.456
2023-02-21,1.21
2023-02-22,1.343
2023-02-23,1.616
2023-02-24,1.329
2023-02-25,1.219
2023-02-26,1.97
2023-02-27,1.366
2023-02-28,1.288
2023-03-01,1.239
2023-03-02,1.221
2023-03-03,1.528
2023-03-04,1.318
2023-03-05,1.301
2023-03-06,1.265
2023-03-07,1.371
2023-03-08,1.357
2023-03-09,1.289
2023-03-10,1.201
2023-03-11,1.31
2023-03-12,1.282
2023-03-13,1.228
2023-03-14,1.536
2023-03-15,1.203
2023-03-16,1.359
2023-03-17,1.294
2023-03-18,1.304
2023-03-19,1.398
2023-03-20,1.398
2023-03-21,1.345
2023-03-22,1.245
2023-03-23,1.248
2023-03-24,1.212
2023-03-25,1.354
2023-03-26,1.236
2023-03-27,1.428
2023-03-28,1.277
2023-03-29,1.378
2023-03-30,1.715
2023-03-31,1.324
2023-04-01,1.486
2023-04-02,1.27
2023-04-03,1.3
2023-04-04,1.366
2023-04-05,1.235
2023-04-06,1.246
2023-04-07,1.435
2023-04-08,1.25
2023-04-09,1.249
2023-04-10,1.528
2023-04-11,1.292
2023-04-12,1.473
2023-04-13,1.353
2023-04-14,1.596
2023-04-15,1.388
2023-04-16,1.454
2023-04-17,1.501
2023-04-18,1.42
2023-04-19,1.443
2023-04-20,1.506
2023-04-21,1.554
2023-04-22,1.604
2023-04-23,1.587
2023-04-24,1.665
2023-04-25,1.842
2023-04-26,1.815
2023-04-27,1.879
2023-04-28,1.946
2023-04-29,1.923
2023-04-30,2.067
2023-05-01,2.238
2023-05-02,2.12
2023-05-03,2.149
2023-05-04,2.325
2023-05-05,2.135
2023-05-06,2.252
2023-05-07,2.268
2023-05-08,2.51
2023-05-09,2.327
2023-05-10,2.628
2023-05-11,2.514
2023-05-12,2.246
2023-05-13,2.32
2023-05-14,2.725
2023-05-15,2.495
2023-05-16,2.283
2023-05-17,2.32
2023-05-18,2.085
2023-05-19,2.139
2023-05-20,1.947
2023-05-21,1.891
2023-05-22,2.065
2023-05-23,1.955
2023-05-24,1.812
2023-05-25,1.776
2023-05-26,1.705
2023-05-27,1.595
2023-05-28,1.917
2023-05-29,1.582
2023-05-30,1.931
2023-05-31,1.511
2023-06-01,1.57
2023-06-02,1.36
2023-06-03,1.403
2023-06-04,1.382
2023-06-05,1.361
2023-06-06,1.462
2023-06-07,1.608
2023-06-08,1.299
2023-06-09,1.315
2023-06-10,1.381
2023-06-11,1.297
2023-06-12,1.238
2023-06-13,1.358
2023-06-14,1.872
2023-06-15,1.494
2023-06-16,1.233
2023-06-17,1.209
2023-06-18,1.302
2023-06-19,1.335
2023-06-20,1.231
2023-06-21,1.302
2023-06-22,1.458
2023-06-23,1.409
2023-06-24,1.336
2023-06-25,1.426
2023-06-26,1.362
2023-06-27,1.265
2023-06-28,1.29
2023-06-29,1.395
2023-06-30,1.258
2023-07-01,1.29
2023-07-02,1.226
2023-07-03,1.285
2023-07-04,1.348
2023-07-05,1.5
2023-07-06,2.058
2023-07-07,1.393
2023-07-08,1.513
2023-07-09,1.208
2023-07-10,1.308
2023-07-11,1.274
2023-07-12,1.296
2023-07-13,1.252
2023-07-14,1.317
2023-07-15,1.243
2023-07-16,1.22
2023-07-17,1.253
2023-07-18,2.554
2023-07-19,1.358
2023-07-20,1.215
2023-07-21,1.297
2023-07-22,1.651
2023-07-23,1.33
2023-07-24,1.227
2023-07-25,1.259
2023-07-26,1.222
2023-07-27,1.273
2023-07-28,1.264
2023-07-29,1.221
2023-07-30,1.292
2023-07-31,1.567
2023-08-01,1.304
2023-08-02,1.243
2023-08-03,1.572
2023-08-04,1.257
2023-08-05,1.862
2023-08-06,1.839
2023-08-07,1.299
2023-08-08,1.588
2023-08-09,1.25
2023-08-10,1.265
2023-08-11,1.506
2023-08-12,1.646
2023-08-13,1.331
2023-08-14,1.585
2023-08-15,1.253
2023-08-16,1.471
2023-08-17,1.84
2023-08-18,1.316
2023-08-19,1.338
2023-08-20,1.219
2023-08-21,1.244
2023-08-22,1.328
2023-08-23,1.257
2023-08-24,1.238
2023-08-25,1.257
2023-08-26,1.215
2023-08-27,1.363
2023-08-28,1.763
2023-08-29,1.733
2023-08-30,1.402
2023-08-31,1.314
2023-09-01,1.499
2023-09-02,1.445
2023-09-03,1.371
2023-09-04,1.387
2023-09-05,1.507
2023-09-06,1.242
2023-09-07,1.337
2023-09-08,1.271
2023-09-09,1.435
2023-09-10,1.273
2023-09-11,1.724
2023-09-12,1.595
2023-09-13,1.58
2023-09-14,1.341
2023-09-15,1.436
2023-09-16,1.577
2023-09-17,1.458
2023-09-18,1.419
2023-09-19,1.666
2023-09-20,1.701
2023-09-21,1.592
2023-09-22,1.621
2023-09-23,1.867
2023-09-24,1.979
2023-09-25,1.679
2023-09-26,2.362
2023-09-27,2.038
2023-09-28,1.846
2023-09-29,1.943
2023-09-30,2.154
2023-10-01,2.43
2023-10-02,2.163
2023-10-03,2.264
2023-10-04,2.409
2023-10-05,2.574
2023-10-06,2.55
2023-10-07,2.735
2023-10-08,2.777
2023-10-09,2.922
2023-10-10,3.352
2023-10-11,3.87
2023-10-12,3.332
2023-10-13,3.411
2023-10-14,4.163
2023-10-15,3.696
2023-10-16,3.805
2023-10-17,3.937
2023-10-18,4.4
2023-10-19,4.292
2023-10-20,4.447
2023-10-21,4.421
2023-10-22,4.474
2023-10-23,4.711
2023-10-24,4.723
2023-10-25,4.793
2023-10-26,4.822
2023-10-27,4.966
2023-10-28,5.276
2023-10-29,5.108
2023-10-30,5.189
2023-10-31,5.027
2023-11-01,5.096
2023-11-02,5.085
2023-11-03,5.03
2023-11-04,4.964
2023-11-05,4.974
2023-11-06,4.866
2023-11-07,4.886
2023-11-08,4.85
2023-11-09,4.738
2023-11-10,4.659
2023-11-11,4.475
2023-11-12,4.418
2023-11-13,4.96
2023-11-14,4.179
2023-11-15,4.075
2023-11-16,3.923
2023-11-17,3.954
2023-11-18,3.654
2023-11-19,3.648
2023-11-20,3.43
2023-11-21,3.467
2023-11-22,3.26
2023-11-23,3.116
2023-11-24,2.987
2023-11-25,2.801
2023-11-26,3.056
2023-11-27,2.912
2023-11-28,3.052
2023-11-29,2.334
2023-11-30,3.261
2023-12-01,2.574
2023-12-02,2.304
2023-12-03,2.048
2023-12-04,2.054
2023-12-05,2.051
2023-12-06,1.944
2023-12-07,1.842
2023-12-08,1.888
2023-12-09,1.952
2023-12-10,1.57
2023-12-11,1.579
2023-12-12,1.484
2023-12-13,1.476
2023-12-14,1.435
2023-12-15,1.514
2023-12-16,1.455
2023-12-17,1.539
2023-12-18,1.507
2023-12-19,1.446
2023-12-20,1.323
2023-12-21,1.326
2023-12-22,1.28
2023-12-23,1.265
2023-12-24,1.325
2023-12-25,1.365
2023-12-26,1.334
2023-12-27,1.836
2023-12-28,1.484
2023-12-29,1.378
2023-12-30,1.266
2023-12-31,1.553
2024-01-01,1.222
2024-01-02,1.286
2024-01-03,1.59
2024-01-04,1.314
2024-01-05,1.247
2024-01-06,1.391
2024-01-07,1.362
2024-01-08,1.305
2024-01-09,1.398
2024-01-10,1.241
2024-01-11,1.937
2024-01-12,1.352
2024-01-13,1.353
2024-01-14,1.235
2024-01-15,1.202
2024-01-16,1.311
2024-01-17,1.343
2024-01-18,1.647
2024-01-19,1.274
2024-01-20,1.388
2024-01-21,1.209
2024-01-22,1.382
2024-01-23,1.589
2024-01-24,1.224
2024-01-25,1.539
2024-01-26,1.308
2024-01-27,1.397
2024-01-28,1.21
2024-01-29,1.235
2024-01-30,1.302
2024-01-31,1.429
2024-02-01,1.503
2024-02-02,1.201
2024-02-03,1.239
2024-02-04,1.614
2024-02-05,1.298
2024-02-06,1.236
2024-02-07,1.262
2024-02-08,1.219
2024-02-09,1.338
2024-02-10,1.373
2024-02-11,1.246
2024-02-12,1.544
2024-02-13,1.356
2024-02-14,1.223
2024-02-15,1.275
2024-02-16,1.251
2024-02-17,1.202
2024-02-18,1.412
2024-02-19,1.619
2024-02-20,1.286
2024-02-21,1.621
2024-02-22,1.49
2024-02-23,1.294
2024-02-24,1.252
2024-02-25,1.242
2024-02-26,1.222
2024-02-27,1.35
2024-02-28,1.425
2024-02-29,1.202
2024-03-01,1.257
2024-03-02,1.255
2024-03-03,1.595
2024-03-04,1.343
2024-03-05,1.542
2024-03-06,1.258
2024-03-07,1.222
2024-03-08,1.358
2024-03-09,1.274
2024-03-10,1.39
2024-03-11,1.241
2024-03-12,1.36
2024-03-13,1.511
2024-03-14,1.222
2024-03-15,1.695
2024-03-16,1.322
2024-03-17,1.364
2024-03-18,1.325
2024-03-19,1.407
2024-03-20,1.391
2024-03-21,1.211
2024-03-22,1.554
2024-03-23,1.206
2024-03-24,1.513
2024-03-25,1.242
2024-03-26,1.213
2024-03-27,1.256
2024-03-28,1.299
2024-03-29,1.263
2024-03-30,1.41
2024-03-31,1.217
2024-04-01,1.368
2024-04-02,1.268
2024-04-03,1.214
2024-04-04,1.225
2024-04-05,1.307
2024-04-06,1.269
2024-04-07,1.263
2024-04-08,1.46
2024-04-09,1.483
2024-04-10,1.821
2024-04-11,1.321
2024-04-12,1.344
2024-04-13,1.315
2024-04-14,1.396
2024-04-15,1.345
2024-04-16,1.383
2024-04-17,1.401
2024-04-18,1.583
2024-04-19,1.465
2024-04-20,1.59
2024-04-21,1.572
2024-04-22,1.894
2024-04-23,1.712
2024-04-24,1.684
2024-04-25,1.979
2024-04-26,1.921
2024-04-27,1.852
2024-04-28,1.863
2024-04-29,1.984
2024-04-30,1.96
2024-05-01,2.108
2024-05-02,2.191
2024-05-03,2.501
2024-05-04,2.345
2024-05-05,2.288
2024-05-06,2.451
2024-05-07,2.278
2024-05-08,2.758
2024-05-09,2.316
2024-05-10,2.253
2024-05-11,2.291
2024-05-12,2.258
2024-05-13,2.164
2024-05-14,2.389
2024-05-15,2.237
2024-05-16,2.212
2024-05-17,2.026
2024-05-18,2.056
2024-05-19,1.924
2024-05-20,2.091
2024-05-21,2.013
2024-05-22,1.964
2024-05-23,1.844
2024-05-24,1.761
2024-05-25,1.88
2024-05-26,1.599
2024-05-27,1.582
2024-05-28,1.674
2024-05-29,1.643
2024-05-30,1.522
2024-05-31,1.727
2024-06-01,1.579
2024-06-02,1.349
2024-06-03,1.588
2024-06-04,1.297
2024-06-05,1.948
2024-06-06,1.466
2024-06-07,1.344
2024-06-08,1.343
2024-06-09,1.394
2024-06-10,1.433
2024-06-11,1.334
2024-06-12,1.46
2024-06-13,1.399
2024-06-14,1.451
2024-06-15,1.268
2024-06-16,1.308
2024-06-17,1.397
2024-06-18,2.03
2024-06-19,1.562
2024-06-20,1.205
2024-06-21,1.222
2024-06-22,1.437
2024-06-23,1.275
2024-06-24,1.208
2024-06-25,1.59
2024-06-26,1.348
2024-06-27,1.274
2024-06-28,1.224
2024-06-29,1.495
2024-06-30,1.218
2024-07-01,1.478
2024-07-02,1.206
2024-07-03,1.307
2024-07-04,1.804
2024-07-05,1.395
2024-07-06,1.292
2024-07-07,1.26
2024-07-08,1.384
2024-07-09,1.251
2024-07-10,1.421
2024-07-11,1.222
2024-07-12,1.306
2024-07-13,1.524
2024-07-14,1.245
2024-07-15,1.305
2024-07-16,1.349
2024-07-17,1.455
2024-07-18,1.209
2024-07-19,1.202
2024-07-20,1.806
2024-07-21,1.252
2024-07-22,1.222
2024-07-23,1.236
2024-07-24,1.394
2024-07-25,1.278
2024-07-26,1.383
2024-07-27,1.503
2024-07-28,1.231
2024-07-29,1.273
2024-07-30,1.497
2024-07-31,1.209
2024-08-01,1.794
2024-08-02,1.227
2024-08-03,1.277
2024-08-04,1.366
2024-08-05,1.233
2024-08-06,1.338
2024-08-07,1.221
2024-08-08,1.277
2024-08-09,1.202
2024-08-10,1.216
2024-08-11,1.225
2024-08-12,1.355
2024-08-13,1.389
2024-08-14,1.269
2024-08-15,1.238
2024-08-16,1.432
2024-08-17,1.211
2024-08-18,1.272
2024-08-19,1.865
2024-08-20,1.699
2024-08-21,1.304
2024-08-22,1.228
2024-08-23,1.365
2024-08-24,1.277
2024-08-25,1.246
2024-08-26,1.256
2024-08-27,1.885
2024-08-28,1.223
2024-08-29,1.302
2024-08-30,1.212
2024-08-31,1.366
2024-09-01,1.238
2024-09-02,1.324
2024-09-03,1.233
2024-09-04,1.256
2024-09-05,1.243
2024-09-06,1.607
2024-09-07,1.258
2024-09-08,1.402
2024-09-09,1.374
2024-09-10,1.396
2024-09-11,1.284
2024-09-12,1.443
2024-09-13,1.633
2024-09-14,1.493
2024-09-15,1.41
2024-09-16,1.505
2024-09-17,1.499
2024-09-18,1.57
2024-09-19,1.605
2024-09-20,1.594
2024-09-21,1.559
2024-09-22,1.774
2024-09-23,1.818
2024-09-24,1.858
2024-09-25,1.913
2024-09-26,2.085
2024-09-27,1.912
2024-09-28,2.134
2024-09-29,1.989
2024-09-30,2.187
2024-10-01,2.186
2024-10-02,2.318
2024-10-03,2.494
2024-10-04,2.532
2024-10-05,3.004
2024-10-06,2.96
2024-10-07,2.779
2024-10-08,3.027
2024-10-09,3.012
2024-10-10,3.291
2024-10-11,3.598
2024-10-12,3.38
2024-10-13,3.875
2024-10-14,3.669
2024-10-15,3.793
2024-10-16,3.944
2024-10-17,4.058
2024-10-18,4.379
2024-10-19,4.244
2024-10-20,4.377
2024-10-21,5.539
2024-10-22,4.596
2024-10-23,4.744
2024-10-24,4.741
2024-10-25,4.84
2024-10-26,4.965
2024-10-27,5.19
2024-10-28,5.029
2024-10-29,5.03
2024-10-30,5.039
2024-10-31,5.516
2024-11-01,5.362
2024-11-02,5.114
2024-11-03,5.0
2024-11-04,4.947
2024-11-05,4.903
2024-11-06,4.813
2024-11-07,4.914
2024-11-08,4.928
2024-11-09,4.592
2024-11-10,4.773
2024-11-11,4.545
2024-11-12,4.361
2024-11-13,4.535
2024-11-14,4.068
2024-11-15,3.964
2024-11-16,3.85
2024-11-17,3.672
2024-11-18,3.538
2024-11-19,3.815
2024-11-20,3.321
2024-11-21,3.142
2024-11-22,3.04
2024-11-23,3.157
2024-11-24,2.799
2024-11-25,2.664
2024-11-26,2.561
2024-11-27,2.67
2024-11-28,2.537
2024-11-29,2.852
2024-11-30,2.205
